CoolSetpoint,THallway,TRoom202,TRoom203,TRoom205,TRoom206,TRoom208,TRoom212,TRoom214,TRoom219,TRoom220,TRoom222,TRoom224
21.0,23.7279147259472,23.4970977170441,23.3645945706199,23.3341321306606,23.3118738000449,23.1837436611416,23.273356264032,23.2107434956181,23.2462830791642,23.3183112844451,23.3177443313932,23.287228781629
21.0,23.5839003225033,23.3866826916894,23.2581902093074,23.2305727140651,23.2079923275786,23.0850229751318,23.1719929153262,23.1108713355564,23.1453369590147,23.2155644126517,23.214533676995,23.185753521085
21.0,23.21545516253,23.1081724088575,22.9915794128095,22.9734593595412,22.9490754319484,22.8408742137404,22.9206506086462,22.8634579108504,22.8953733869803,22.9609259514743,22.9585518179867,22.9346198510021
21.0,22.5242511356957,22.5718722833016,22.4750157890084,22.4729828638731,22.4453449016607,22.3647701676966,22.43080504242,22.3815903422986,22.408708455723,22.4650700283498,22.460265041969,22.4453097209518
21.0,22.0243645837265,22.1540409831617,22.0655476466641,22.0708216958382,22.0416850101938,21.9778169214937,22.0351556997365,21.9916028258824,22.0144219605358,22.0636522708441,22.0573543230044,22.0481870998624
21.0,21.7351682205912,21.8813371075695,21.7912675237823,21.7948375632463,21.766711455304,21.7093172511034,21.7610743116991,21.7209618003769,21.7375034106749,21.7821702670769,21.7754458724621,21.7683480954463
21.0,21.628098313734,21.7270887172311,21.6447926427501,21.6407411187512,21.6192368966179,21.5662061818998,21.610989410356,21.577337300991,21.5860874623854,21.62145791048,21.6160718714662,21.6095305716064
21.0,21.6271872604292,21.6645897189965,21.5921244850658,21.5794483818525,21.5654883672929,21.5138312697461,21.5535627829089,21.5259384144589,21.5284890096408,21.5547180516504,21.5512167889767,21.5442185292182
21.0,21.6555328712584,21.6527100235004,21.5862068792098,21.5672771299867,21.5584757950342,21.5058586852523,21.5435305945142,21.5194363663357,21.518547259338,21.5390653849229,21.5370183598832,21.5291422967176
21.0,21.6704016505634,21.6562992477957,21.5916962804506,21.5698434697593,21.5633123021397,21.5093126795148,21.5467632690843,21.5239743038502,21.5218889962629,21.5401005656438,21.5388009263132,21.5301924574816
21.0,21.6642423827456,21.6569916956146,21.5924427496415,21.5702250061591,21.564076958726,21.5095656845528,21.5472135800258,21.5246209781072,21.5225326620852,21.5403796410636,21.5392872711088,21.5303505889882
21.0,21.6471540822232,21.6506953998716,21.5861107298996,21.5647220960605,21.5582471976784,21.5042328040982,21.5417854983143,21.5191530722803,21.517406234244,21.5354913627939,21.5343473228462,21.5254374854801
21.0,21.6301298262577,21.6401272054054,21.5759749401545,21.5555258679861,21.5487415068994,21.4957259133667,21.532838494749,21.5102915089343,21.5088015793054,21.5270426530727,21.5257969025672,21.5170849148523
21.0,21.617867417183,21.6288157274621,21.5654045925071,21.545521764677,21.5386806961679,21.486659713881,21.5231902466682,21.5008765295066,21.4994615629384,21.5176237956068,21.5163190238491,21.5078181351339
21.0,21.6099317779126,21.6188202536913,21.5561543376693,21.5364393316174,21.5297486590898,21.4784712092364,21.5144612281413,21.4924351565155,21.4909719004616,21.5089101316355,21.5076007473282,21.499248009804
21.0,21.6038977827767,21.6104478624998,21.5483990490692,21.5286371521205,21.5221826285357,21.471413189205,21.5069621812386,21.485208702295,21.4836584897544,21.5013410184955,21.5000591208625,21.49178996483
21.0,21.5977689344061,21.6030652159428,21.5415445154639,21.5217088542866,21.5154876865724,21.4651248907497,21.5002986479414,21.4787872613218,21.477164425662,21.4946159954037,21.493369493903,21.4851522181273
21.0,21.5908077685187,21.5959630196882,21.5349674597525,21.5151293767294,21.5091058904389,21.4591655190924,21.4939760417548,21.4726901447897,21.47102455643,21.4882758256164,21.487059298821,21.4788933449611
21.0,21.5833116405467,21.5888376015295,21.5283919043789,21.5086244897579,21.5027663841034,21.4532949213987,21.4877329683569,21.4666665127534,21.4649796672487,21.4820505486514,21.4808559115611,21.4727519579257
21.0,21.5757891565936,21.58166017915,21.521777807525,21.5021173558259,21.496407793339,21.4474348524457,21.4814922368596,21.4606432706444,21.458943318686,21.4758422176529,21.474663958935,21.4666310483888
21.0,21.568567704625,21.5745355839913,21.515214193165,21.4956678854383,21.4901016866785,21.4416348256074,21.475309721568,21.4546762261978,21.452966129145,21.469697211026,21.4685329666083,21.4605747625567
21.0,21.561674356303,21.5675315445004,21.5087639562432,21.4893280683985,21.4839051966136,21.4359419160258,21.4692355013613,21.4488153891512,21.4470978604959,21.4636642515557,21.4625135531087,21.4546302165808
21.0,21.5550494474689,21.5607045655654,21.5024716272778,21.4831357483618,21.4778567989881,21.4303815899173,21.463302578368,21.4430905072188,21.441366994325,21.457773479309,21.4566366716818,21.4488250274476
21.0,21.548590178383,21.5540469553348,21.4963271446222,21.4770812241759,21.4719458234129,21.4249397031504,21.4574996609455,21.4374891359414,21.4357598458168,21.4520115093228,21.4508889571042,21.4431450488991
21.0,21.5421887596112,21.5474956244409,21.4902774204097,21.4711174366319,21.4661243843019,21.4195760127453,21.451782602511,21.4319693690213,21.4302341991452,21.446334230348,21.44522596997,21.4375475269908
21.0,21.5357767336563,21.5409829598136,21.4842665415353,21.4651943964819,21.4603423096164,21.4142502214792,21.4461053805755,21.4264883248733,21.4247473409667,21.4406965203051,21.4396023046714,21.4319891882506
21.0,21.5294553836985,21.5345629602479,21.4783405465185,21.4593558695516,21.4546426437897,21.4089996596666,21.4405090448916,21.4210845027881,21.4193387650592,21.4351406213336,21.4340601999316,21.4265109054224
21.0,21.5233019022548,21.528281650078,21.4725389735715,21.4536391243304,21.4490622899466,21.403856380669,21.4350286597614,21.4157909478642,21.4140423499223,21.4297025801928,21.4286357556535,21.4211476078376
21.0,21.5172881335471,21.5221176681709,21.4668449535687,21.4480289821609,21.4435863316315,21.3988091654005,21.4296506422288,21.4105954116338,21.4088460475998,21.4243693227202,21.42331586639,21.4158869638056
21.0,21.5113373252301,21.5160170807153,21.4612133916071,21.4424835784177,21.4381734457946,21.3938239786878,21.4243363191348,21.4054620314909,21.4037136973999,21.4191021352162,21.418061750047,21.4106918254651
21.0,21.5054454715975,21.5099781033316,21.4556378812292,21.436993500998,21.4328145513172,21.3888881149538,21.4190749729606,21.4003794359065,21.398632343936,21.4138877032655,21.4128601950132,21.405548489271
21.0,21.4998124278777,21.5041979777985,21.4503125298972,21.4317509065152,21.4277019979018,21.3841914382169,21.4140578168984,21.3955383508397,21.3937918505348,21.4089158046337,21.4079010668758,21.4006464113363
21.0,21.4945144527906,21.498757082426,21.4453236849494,21.4268466766604,21.4229259208805,21.3798295074704,21.4093775286857,21.3910324642382,21.3892879571898,21.4042824029777,21.40328012808,21.3960822247116
21.0,21.4894708053021,21.4935911820926,21.4406182726025,21.42223520194,21.4184397828826,21.3757662916666,21.4049922539857,21.3868224890786,21.3850837652199,21.3999496483867,21.3989591524196,21.391819759565
21.0,21.4846136732871,21.4886346781599,21.4361286456473,21.4178494954488,21.414175607793,21.3719339389713,21.4008344673537,21.3828406054292,21.3811117834631,21.3958502671801,21.3948706651252,21.3877918922539
21.0,21.4798580990801,21.4838035316354,21.4317686074794,21.4136020992887,21.4100460730519,21.3682444063904,21.3968164531245,21.3789991756034,21.3772833585725,21.3918949280898,21.3909253069238,21.383909424474
