CoolSetpoint,THallway,TRoom202,TRoom203,TRoom205,TRoom206,TRoom208,TRoom212,TRoom214,TRoom219,TRoom220,TRoom222,TRoom224
25.0,23.7279147259472,23.4970977170441,23.3645945706199,23.3341321306606,23.3118738000449,23.1837436611416,23.273356264032,23.2107434956181,23.2462830791642,23.3183112844451,23.3177443313932,23.287228781629
25.0,23.5839003225033,23.3866826916894,23.2581902093074,23.2305727140651,23.2079923275786,23.0850229751318,23.1719929153262,23.1108713355564,23.1453369590147,23.2155644126517,23.214533676995,23.185753521085
25.0,23.3732359209571,23.2266665563255,23.104263668788,23.0810409004221,23.0578208966883,22.9423786430366,23.0255979274738,22.9666219262522,22.9991941486593,23.0667152810169,23.0649802683723,23.0387945409693
25.0,23.161523362247,23.064785256045,22.9488611229717,22.9303691213366,22.9065472223165,22.7986276975484,22.8781299665508,22.8213783944167,22.8518755325417,22.91648419818,22.9140674668937,22.8903964830349
25.0,22.9816208169448,22.9213732857099,22.8110848522521,22.7962570019302,22.7720311850514,22.6714463956447,22.746809155864,22.692562192528,22.7216694682528,22.7835269150973,22.780521363908,22.759136841592
25.0,22.8387084909817,22.801066166891,22.6936549668101,22.6809675282787,22.6564919740269,22.5617092441775,22.6337451018639,22.5817000775301,22.609690955721,22.669144261712,22.6656905849855,22.646163840101
25.0,22.7263110205106,22.7012750491881,22.5942995591687,22.5822367231789,22.5577942710228,22.4664653420793,22.5364982315615,22.4858807291714,22.5127368060177,22.5703166229546,22.5665521836417,22.5483568253173
25.0,22.6364288139773,22.6178419910982,22.5097251497231,22.4971464563389,22.4729654132189,22.3831319171433,22.4522411023446,22.4024029312341,22.428020329139,22.4841724103244,22.4802070137906,22.4628847345981
25.0,22.5628669017873,22.5471802984311,22.4370564187379,22.4232092760857,22.3994333102167,22.3097355599449,22.3786542384039,22.3291764302442,22.353462241921,22.4085022127755,22.4044171989095,22.3876169463971
25.0,22.501504235172,22.4866680306688,22.3741125549975,22.3585338337722,22.3352448936793,22.2447966542997,22.3139979927522,22.2646290034567,22.2875278603138,22.3416726313265,22.3375272786753,22.3209926084623
25.0,22.4495171053826,22.4343488455503,22.3192099882839,22.3016458664271,22.2788888162929,22.1871367292978,22.256918449615,22.2075083578227,22.2290011902769,22.2824020075092,22.278239413891,22.2617878299615
25.0,22.404872546208,22.3887135481538,22.2710057739586,22.2513457819373,22.2291440235392,22.13575854574,22.2063021072147,22.1567601227231,22.176855817921,22.2296223358769,22.2254737805255,22.2089773222367
25.0,22.3660425839786,22.3485655445587,22.22840170215,22.2066291145211,22.1849927430162,22.0897949860896,22.1612026028114,22.1114743968736,22.130201763781,22.18241670695,22.1783046763795,22.1616750459155
25.0,22.3318291372948,22.3129275114112,22.190479237036,22.1666391011375,22.1455689745858,22.0484864710876,22.1208029795713,22.0708597745218,22.0882615349325,22.1399883870536,22.1359286271649,22.1191071436042
25.0,22.3012532164191,22.2809563013728,22.1564313207984,22.1306126650008,22.1101027911731,22.0111485101797,22.0843708634202,22.0342055872794,22.0503363466967,22.101622334488,22.09762514445,22.0805774756048
25.0,22.2735313882021,22.2519534013319,22.1255779921211,22.0978985968464,22.0779380695742,21.9771878396135,22.051277086085,22.0008993234909,22.0158218215356,22.0667011306412,22.0627725870114,22.0454831656655
25.0,22.2480524145958,22.2253613384186,22.097366609454,22.0679600586574,22.0485347311346,21.9461050915254,22.0209988814285,21.9704293142259,21.9842101013351,22.0347071847894,22.0308502511503,22.0133168573069
25.0,22.224340925361,22.2007351685306,22.0713475989137,22.0403539921413,22.0214478039714,21.9174795194598,21.9931014440515,21.9423676026412,21.9550739622865,22.0052060883366,22.0014214781083,21.9836511383928
25.0,22.2020567321187,22.17772992849,22.0471608550779,22.0147182481405,21.996314399679,21.8909581345869,21.9672256506381,21.9163581512257,21.9280564834396,21.9778362413881,21.9741231873507,21.9561285890688
25.0,22.1809326779175,22.1560646375696,22.0245077174933,21.9907485497458,21.9728301734683,21.8662394207545,21.943067817039,21.8920985595256,21.9028532014084,21.9522896829725,21.9486463927091,21.9304439150382
25.0,22.1607626185925,22.135513394965,22.0031463114932,21.9681968029717,21.9507475155574,21.8430759326546,21.92037967317,21.8693411650136,21.8792142738283,21.9283138818514,21.9247379096646,21.9063463387452
25.0,22.1413726040236,22.1158863342562,21.9828719455777,21.9468514487221,21.929855568983,21.8212545002382,21.8989487120943,21.8478734561941,21.8569243797778,21.9056912633431,21.9021797167573,21.8836193958052
25.0,22.1226464842984,22.0970425631091,21.9635243291357,21.9265415323542,21.9099843463163,21.8005955710042,21.878600328464,21.8275188328892,21.8358031970305,21.8842405784084,21.8807904109501,21.8620815467542
25.0,22.1044846229445,22.0788627644402,21.9449660145798,21.9071189145248,21.8909866963884,21.7809412384836,21.8591823836862,21.8081228575556,21.8156921801507,21.8638025635965,21.8604106702794,21.8415729007253
25.0,22.0867869720195,22.0612367437856,21.9270725907432,21.8884503021635,21.8727302363466,21.7621502003312,21.8405583972866,21.7895472691612,21.796448969458,21.8442338605841,21.8408970848397,21.821949643507
25.0,22.0694614207265,22.0440666822032,21.909734606651,21.87041854606,21.8550986903108,21.7440982905128,21.822608491196,21.7716706840776,21.7779482252771,21.8254080851826,21.8221232532352,21.8030849663016
25.0,22.0524872342763,22.0273080031419,21.8928940022876,21.8529565967882,21.8380260683502,21.7267078643342,21.8052614310965,21.7544190725102,21.7601128175177,21.8072486765933,21.8040128864794,21.7849007756607
