aircraftId	currentTime	delayOfaircraft	trackId	trackLoad
3	5.3255225409	0.0	14	1
3	6.3255225409	1.0	14	1
3	7.3255225409	2.0	14	1
2	8.3255225409	0.0	14	2
2	9.3255225409	1.0	14	2
11	12.3255225409	0.0	14	3
11	13.3255225409	1.0	14	3
22	30.7767495295	0.0	14	4
22	31.7767495295	1.0	14	4
22	32.7767495295	2.0	14	4
22	33.7767495295	3.0	14	4
22	34.7767495295	4.0	14	4
22	35.7767495295	5.0	14	4
22	36.7767495295	6.0	14	4
22	37.7767495295	7.0	14	4
22	38.7767495295	8.0	14	4
22	39.7767495295	9.0	14	4
22	40.7767495295	10.0	14	4
22	41.7767495295	11.0	14	4
22	42.7767495295	12.0	14	4
22	43.7767495295	13.0	14	4
22	44.7767495295	14.0	14	4
22	45.7767495295	15.0	14	4
22	46.7767495295	16.0	14	4
22	47.7767495295	17.0	14	4
22	48.7767495295	18.0	14	4
22	49.7767495295	19.0	14	4
22	50.7767495295	20.0	14	4
22	51.7767495295	21.0	14	4
22	52.7767495295	22.0	14	4
22	53.7767495295	23.0	14	4
22	54.7767495295	24.0	14	4
22	55.7767495295	25.0	14	4
22	56.7767495295	26.0	14	4
22	57.7767495295	27.0	14	4
22	58.7767495295	28.0	14	4
26	59.7767495295	0.0	14	5
26	60.7767495295	1.0	14	5
26	61.7767495295	2.0	14	5
26	62.7767495295	3.0	14	5
26	63.7767495295	4.0	14	5
26	64.7767495295	5.0	14	5
26	65.7767495295	6.0	14	5
26	66.7767495295	7.0	14	5
26	67.7767495295	8.0	14	5
26	68.7767495295	9.0	14	5
26	69.7767495295	10.0	14	5
26	70.7767495295	11.0	14	5
26	71.7767495295	12.0	14	5
26	72.7767495295	13.0	14	5
26	73.7767495295	14.0	14	5
26	74.7767495295	15.0	14	5
26	75.7767495295	16.0	14	5
26	76.7767495295	17.0	14	5
26	77.7767495295	18.0	14	5
26	78.7767495295	19.0	14	5
26	79.7767495295	20.0	14	5
26	80.7767495295	21.0	14	5
26	81.7767495295	22.0	14	5
26	82.7767495295	23.0	14	5
26	83.7767495295	24.0	14	5
26	84.7767495295	25.0	14	5
26	85.7767495295	26.0	14	5
26	86.7767495295	27.0	14	5
26	87.7767495295	28.0	14	5
26	88.7767495295	29.0	14	5
26	89.7767495295	30.0	14	5
26	90.7767495295	31.0	14	5
26	91.7767495295	32.0	14	5
26	92.7767495295	33.0	14	5
26	93.7767495295	34.0	14	5
26	94.7767495295	35.0	14	5
26	95.7767495295	36.0	14	5
26	96.7767495295	37.0	14	5
26	97.7767495295	38.0	14	5
26	98.7767495295	39.0	14	5
26	99.7767495295	40.0	14	5
26	100.7767495295	41.0	14	5
26	101.7767495295	42.0	14	5
26	102.7767495295	43.0	14	5
26	103.7767495295	44.0	14	5
26	104.7767495295	45.0	14	5
27	104.7767495295	0.0	14	6
27	105.7767495295	1.0	14	6
28	105.7767495295	0.0	14	7
28	106.7767495295	1.0	14	7
32	114.7767495295	0.0	14	8
32	115.7767495295	1.0	14	8
41	122.7767495295	0.0	14	9
41	123.7767495295	1.0	14	9
42	123.7767495295	0.0	14	10
42	124.7767495295	1.0	14	10
48	132.7767495295	0.0	14	11
48	133.7767495295	1.0	14	11
49	133.7767495295	0.0	14	12
49	134.7767495295	1.0	14	12
54	142.7767495295	0.0	14	13
54	143.7767495295	1.0	14	13
55	147.7767495295	0.0	14	14
55	148.7767495295	1.0	14	14
59	151.7767495295	0.0	14	15
59	152.7767495295	1.0	14	15
63	156.7767495295	0.0	14	16
63	157.7767495295	1.0	14	16
64	157.7767495295	0.0	14	17
64	158.7767495295	1.0	14	17
