aircraftId	currentTime	delayOfaircraft	trackId	trackLoad
8	10.3255225409	0.0	9	1
8	11.3255225409	1.0	9	1
23	31.7767495295	0.0	9	2
23	32.7767495295	1.0	9	2
24	32.7767495295	0.0	9	3
24	33.7767495295	1.0	9	3
33	115.7767495295	0.0	9	4
33	116.7767495295	1.0	9	4
37	119.7767495295	0.0	9	5
37	120.7767495295	1.0	9	5
37	121.7767495295	2.0	9	5
38	121.7767495295	0.0	9	6
38	122.7767495295	1.0	9	6
38	123.7767495295	2.0	9	6
38	124.7767495295	3.0	9	6
38	125.7767495295	4.0	9	6
38	126.7767495295	5.0	9	6
38	127.7767495295	6.0	9	6
38	128.7767495295	7.0	9	6
38	129.7767495295	8.0	9	6
38	130.7767495295	9.0	9	6
38	131.7767495295	10.0	9	6
38	132.7767495295	11.0	9	6
38	133.7767495295	12.0	9	6
38	134.7767495295	13.0	9	6
38	135.7767495295	14.0	9	6
38	136.7767495295	15.0	9	6
38	137.7767495295	16.0	9	6
38	138.7767495295	17.0	9	6
38	139.7767495295	18.0	9	6
38	140.7767495295	19.0	9	6
38	141.7767495295	20.0	9	6
38	142.7767495295	21.0	9	6
38	143.7767495295	22.0	9	6
38	144.7767495295	23.0	9	6
38	145.7767495295	24.0	9	6
55	149.7767495295	0.0	9	7
55	150.7767495295	1.0	9	7
56	151.7767495295	0.0	9	8
56	152.7767495295	1.0	9	8
57	152.7767495295	0.0	9	9
57	153.7767495295	1.0	9	9
57	154.7767495295	2.0	9	9
59	154.7767495295	0.0	9	10
59	155.7767495295	1.0	9	10
59	156.7767495295	2.0	9	10
59	157.7767495295	3.0	9	10
59	158.7767495295	4.0	9	10
59	159.7767495295	5.0	9	10
59	160.7767495295	6.0	9	10
59	161.7767495295	7.0	9	10
59	162.7767495295	8.0	9	10
59	163.7767495295	9.0	9	10
59	164.7767495295	10.0	9	10
59	165.7767495295	11.0	9	10
59	166.7767495295	12.0	9	10
59	167.7767495295	13.0	9	10
59	168.7767495295	14.0	9	10
59	169.7767495295	15.0	9	10
59	170.7767495295	16.0	9	10
59	171.7767495295	17.0	9	10
59	172.7767495295	18.0	9	10
59	173.7767495295	19.0	9	10
59	174.7767495295	20.0	9	10
59	175.7767495295	21.0	9	10
59	176.7767495295	22.0	9	10
59	177.7767495295	23.0	9	10
59	178.7767495295	24.0	9	10
59	179.7767495295	25.0	9	10
59	180.7767495295	26.0	9	10
59	181.7767495295	27.0	9	10
59	182.7767495295	28.0	9	10
59	183.7767495295	29.0	9	10
59	184.7767495295	30.0	9	10
59	185.7767495295	31.0	9	10
59	186.7767495295	32.0	9	10
59	187.7767495295	33.0	9	10
59	188.7767495295	34.0	9	10
59	189.7767495295	35.0	9	10
59	190.7767495295	36.0	9	10
59	191.7767495295	37.0	9	10
59	192.7767495295	38.0	9	10
59	193.7767495295	39.0	9	10
59	194.7767495295	40.0	9	10
59	195.7767495295	41.0	9	10
59	196.7767495295	42.0	9	10
59	197.7767495295	43.0	9	10
59	198.7767495295	44.0	9	10
59	199.7767495295	45.0	9	10
59	200.7767495295	46.0	9	10
59	201.7767495295	47.0	9	10
59	202.7767495295	48.0	9	10
59	203.7767495295	49.0	9	10
59	204.7767495295	50.0	9	10
59	205.7767495295	51.0	9	10
59	206.7767495295	52.0	9	10
59	207.7767495295	53.0	9	10
59	208.7767495295	54.0	9	10
59	209.7767495295	55.0	9	10
59	210.7767495295	56.0	9	10
59	211.7767495295	57.0	9	10
59	212.7767495295	58.0	9	10
59	213.7767495295	59.0	9	10
59	214.7767495295	60.0	9	10
59	215.7767495295	61.0	9	10
59	216.7767495295	62.0	9	10
59	217.7767495295	63.0	9	10
59	218.7767495295	64.0	9	10
59	219.7767495295	65.0	9	10
59	220.7767495295	66.0	9	10
59	221.7767495295	67.0	9	10
59	222.7767495295	68.0	9	10
59	223.7767495295	69.0	9	10
59	224.7767495295	70.0	9	10
59	225.7767495295	71.0	9	10
59	226.7767495295	72.0	9	10
59	227.7767495295	73.0	9	10
59	228.7767495295	74.0	9	10
59	229.7767495295	75.0	9	10
59	230.7767495295	76.0	9	10
59	231.7767495295	77.0	9	10
59	232.7767495295	78.0	9	10
59	233.7767495295	79.0	9	10
59	234.7767495295	80.0	9	10
59	235.7767495295	81.0	9	10
59	236.7767495295	82.0	9	10
59	237.7767495295	83.0	9	10
59	238.7767495295	84.0	9	10
59	239.7767495295	85.0	9	10
59	240.7767495295	86.0	9	10
59	241.7767495295	87.0	9	10
59	242.7767495295	88.0	9	10
59	243.7767495295	89.0	9	10
59	244.7767495295	90.0	9	10
59	245.7767495295	91.0	9	10
59	246.7767495295	92.0	9	10
59	247.7767495295	93.0	9	10
59	248.7767495295	94.0	9	10
59	249.7767495295	95.0	9	10
59	250.7767495295	96.0	9	10
59	251.7767495295	97.0	9	10
59	252.7767495295	98.0	9	10
59	253.7767495295	99.0	9	10
59	254.7767495295	100.0	9	10
59	255.7767495295	101.0	9	10
59	256.7767495295	102.0	9	10
59	257.7767495295	103.0	9	10
59	258.7767495295	104.0	9	10
59	259.7767495295	105.0	9	10
59	260.7767495295	106.0	9	10
59	261.7767495295	107.0	9	10
59	262.7767495295	108.0	9	10
59	263.7767495295	109.0	9	10
59	264.7767495295	110.0	9	10
59	265.7767495295	111.0	9	10
59	266.7767495295	112.0	9	10
59	267.7767495295	113.0	9	10
59	268.7767495295	114.0	9	10
59	269.7767495295	115.0	9	10
59	270.7767495295	116.0	9	10
59	271.7767495295	117.0	9	10
59	272.7767495295	118.0	9	10
59	273.7767495295	119.0	9	10
59	274.7767495295	120.0	9	10
59	275.7767495295	121.0	9	10
59	276.7767495295	122.0	9	10
59	277.7767495295	123.0	9	10
59	278.7767495295	124.0	9	10
59	279.7767495295	125.0	9	10
59	280.7767495295	126.0	9	10
59	281.7767495295	127.0	9	10
59	282.7767495295	128.0	9	10
59	283.7767495295	129.0	9	10
59	284.7767495295	130.0	9	10
59	285.7767495295	131.0	9	10
59	286.7767495295	132.0	9	10
59	287.7767495295	133.0	9	10
59	288.7767495295	134.0	9	10
59	289.7767495295	135.0	9	10
59	290.7767495295	136.0	9	10
59	291.7767495295	137.0	9	10
59	292.7767495295	138.0	9	10
59	293.7767495295	139.0	9	10
59	294.7767495295	140.0	9	10
59	295.7767495295	141.0	9	10
59	296.7767495295	142.0	9	10
59	297.7767495295	143.0	9	10
59	298.7767495295	144.0	9	10
59	299.7767495295	145.0	9	10
59	300.7767495295	146.0	9	10
59	301.7767495295	147.0	9	10
59	302.7767495295	148.0	9	10
59	303.7767495295	149.0	9	10
59	304.7767495295	150.0	9	10
59	305.7767495295	151.0	9	10
59	306.7767495295	152.0	9	10
59	307.7767495295	153.0	9	10
59	308.7767495295	154.0	9	10
59	309.7767495295	155.0	9	10
59	310.7767495295	156.0	9	10
59	311.7767495295	157.0	9	10
59	312.7767495295	158.0	9	10
59	313.7767495295	159.0	9	10
59	314.7767495295	160.0	9	10
59	315.7767495295	161.0	9	10
59	316.7767495295	162.0	9	10
59	317.7767495295	163.0	9	10
59	318.7767495295	164.0	9	10
59	319.7767495295	165.0	9	10
59	320.7767495295	166.0	9	10
59	321.7767495295	167.0	9	10
59	322.7767495295	168.0	9	10
59	323.7767495295	169.0	9	10
59	324.7767495295	170.0	9	10
59	325.7767495295	171.0	9	10
59	326.7767495295	172.0	9	10
59	327.7767495295	173.0	9	10
59	328.7767495295	174.0	9	10
59	329.7767495295	175.0	9	10
59	330.7767495295	176.0	9	10
59	331.7767495295	177.0	9	10
59	332.7767495295	178.0	9	10
59	333.7767495295	179.0	9	10
59	334.7767495295	180.0	9	10
59	335.7767495295	181.0	9	10
59	336.7767495295	182.0	9	10
59	337.7767495295	183.0	9	10
59	338.7767495295	184.0	9	10
59	339.7767495295	185.0	9	10
59	340.7767495295	186.0	9	10
59	341.7767495295	187.0	9	10
59	342.7767495295	188.0	9	10
59	343.7767495295	189.0	9	10
59	344.7767495295	190.0	9	10
59	345.7767495295	191.0	9	10
59	346.7767495295	192.0	9	10
59	347.7767495295	193.0	9	10
59	348.7767495295	194.0	9	10
59	349.7767495295	195.0	9	10
59	350.7767495295	196.0	9	10
59	351.7767495295	197.0	9	10
59	352.7767495295	198.0	9	10
59	353.7767495295	199.0	9	10
59	354.7767495295	200.0	9	10
59	355.7767495295	201.0	9	10
59	356.7767495295	202.0	9	10
59	357.7767495295	203.0	9	10
59	358.7767495295	204.0	9	10
59	359.7767495295	205.0	9	10
59	360.7767495295	206.0	9	10
59	361.7767495295	207.0	9	10
59	362.7767495295	208.0	9	10
59	363.7767495295	209.0	9	10
59	364.7767495295	210.0	9	10
59	365.7767495295	211.0	9	10
59	366.7767495295	212.0	9	10
59	367.7767495295	213.0	9	10
59	368.7767495295	214.0	9	10
59	369.7767495295	215.0	9	10
59	370.7767495295	216.0	9	10
59	371.7767495295	217.0	9	10
59	372.7767495295	218.0	9	10
59	373.7767495295	219.0	9	10
59	374.7767495295	220.0	9	10
59	375.7767495295	221.0	9	10
59	376.7767495295	222.0	9	10
59	377.7767495295	223.0	9	10
59	378.7767495295	224.0	9	10
59	379.7767495295	225.0	9	10
59	380.7767495295	226.0	9	10
59	381.7767495295	227.0	9	10
59	382.7767495295	228.0	9	10
59	383.7767495295	229.0	9	10
59	384.7767495295	230.0	9	10
59	385.7767495295	231.0	9	10
59	386.7767495295	232.0	9	10
59	387.7767495295	233.0	9	10
59	388.7767495295	234.0	9	10
59	389.7767495295	235.0	9	10
59	390.7767495295	236.0	9	10
59	391.7767495295	237.0	9	10
59	392.7767495295	238.0	9	10
59	393.7767495295	239.0	9	10
59	394.7767495295	240.0	9	10
59	395.7767495295	241.0	9	10
59	396.7767495295	242.0	9	10
59	397.7767495295	243.0	9	10
59	398.7767495295	244.0	9	10
59	399.7767495295	245.0	9	10
59	400.7767495295	246.0	9	10
59	401.7767495295	247.0	9	10
59	402.7767495295	248.0	9	10
59	403.7767495295	249.0	9	10
59	404.7767495295	250.0	9	10
59	405.7767495295	251.0	9	10
59	406.7767495295	252.0	9	10
59	407.7767495295	253.0	9	10
59	408.7767495295	254.0	9	10
59	409.7767495295	255.0	9	10
59	410.7767495295	256.0	9	10
59	411.7767495295	257.0	9	10
59	412.7767495295	258.0	9	10
59	413.7767495295	259.0	9	10
59	414.7767495295	260.0	9	10
59	415.7767495295	261.0	9	10
59	416.7767495295	262.0	9	10
59	417.7767495295	263.0	9	10
59	418.7767495295	264.0	9	10
59	419.7767495295	265.0	9	10
59	420.7767495295	266.0	9	10
59	421.7767495295	267.0	9	10
59	422.7767495295	268.0	9	10
59	423.7767495295	269.0	9	10
59	424.7767495295	270.0	9	10
59	425.7767495295	271.0	9	10
59	426.7767495295	272.0	9	10
59	427.7767495295	273.0	9	10
59	428.7767495295	274.0	9	10
59	429.7767495295	275.0	9	10
59	430.7767495295	276.0	9	10
59	431.7767495295	277.0	9	10
59	432.7767495295	278.0	9	10
59	433.7767495295	279.0	9	10
59	434.7767495295	280.0	9	10
59	435.7767495295	281.0	9	10
59	436.7767495295	282.0	9	10
59	437.7767495295	283.0	9	10
59	438.7767495295	284.0	9	10
59	439.7767495295	285.0	9	10
59	440.7767495295	286.0	9	10
59	441.7767495295	287.0	9	10
59	442.7767495295	288.0	9	10
59	443.7767495295	289.0	9	10
59	444.7767495295	290.0	9	10
59	445.7767495295	291.0	9	10
59	446.7767495295	292.0	9	10
59	447.7767495295	293.0	9	10
59	448.7767495295	294.0	9	10
59	449.7767495295	295.0	9	10
59	450.7767495295	296.0	9	10
59	451.7767495295	297.0	9	10
59	452.7767495295	298.0	9	10
59	453.7767495295	299.0	9	10
59	454.7767495295	300.0	9	10
59	455.7767495295	301.0	9	10
59	456.7767495295	302.0	9	10
59	457.7767495295	303.0	9	10
59	458.7767495295	304.0	9	10
59	459.7767495295	305.0	9	10
59	460.7767495295	306.0	9	10
59	461.7767495295	307.0	9	10
59	462.7767495295	308.0	9	10
59	463.7767495295	309.0	9	10
59	464.7767495295	310.0	9	10
59	465.7767495295	311.0	9	10
59	466.7767495295	312.0	9	10
59	467.7767495295	313.0	9	10
59	468.7767495295	314.0	9	10
59	469.7767495295	315.0	9	10
